msoa11cd,total_number_of_collisions_2018_2022,total_number_of_casualties_2018_2022,fatal_casualties_2018_2022,cyclist_casualties_2018_2022,pedestrian_casualties_2018_2022,horse_rider_casualties_2018_2022,car_occupant_casualties_2018_2022,snow_collisions_2018_2022,fog_or_mist_collisions_2018_2022,darkness_collisions_2018_2022,daylight_collisions_2018_2022,summer_collisions_2018_2022
E02002963,40,37,0,0,10,0,4,5,5,13,29,10
E02002967,40,66,1,6,10,0,6,6,6,13,28,8
E02002997,40,28,0,5,6,0,3,4,4,11,29,12
E02003174,40,74,0,19,6,0,10,5,5,9,32,7
E02003339,40,61,0,1,5,0,7,4,4,12,28,7
E02003361,40,38,0,4,1,0,4,5,5,13,28,10
E02003364,40,33,1,4,1,0,9,5,5,17,26,13
E02003376,40,28,1,1,4,0,5,4,4,10,30,12
E02003391,40,36,1,5,3,0,9,5,5,10,31,12
E02003441,40,39,2,6,4,0,4,5,5,9,33,12
E02003456,40,54,1,4,2,0,6,4,4,7,34,17
E02003465,40,32,0,6,0,0,1,4,4,10,30,14
E02003468,40,50,0,5,0,0,5,4,4,15,25,11
E02003480,40,43,0,6,2,0,4,5,5,16,25,10
E02003552,40,51,0,7,11,0,5,4,4,12,28,12
E02003614,40,57,2,6,7,0,7,5,5,8,34,12
E02003675,40,43,0,6,8,0,3,5,5,10,30,15
E02003699,40,26,0,5,1,0,4,4,4,10,30,14
E02003793,40,41,0,1,3,0,4,4,4,12,29,13
E02003814,40,58,4,6,8,0,5,5,5,12,29,8
E02003916,40,37,1,6,7,0,1,4,4,13,27,9
E02003959,40,52,1,2,4,0,6,4,4,9,31,14
E02004206,40,36,0,3,6,0,6,4,4,5,35,15
E02004307,40,35,1,0,4,0,1,4,4,7,35,16
E02004451,40,77,1,1,9,0,7,5,5,10,31,14
E02004533,40,79,1,3,7,0,8,5,5,10,31,9
E02004555,40,40,0,1,2,0,5,4,4,9,32,13
E02004560,40,86,4,6,2,0,17,5,5,15,25,14
E02004632,40,72,4,1,12,0,5,7,7,14,27,11
E02004640,40,72,0,14,7,0,6,5,5,12,29,10
E02004655,40,53,2,9,6,0,8,5,5,13,29,10
E02004710,40,53,1,2,4,0,4,4,4,10,33,12
E02004725,40,51,0,9,6,0,3,3,3,12,28,14
E02004735,40,40,1,10,6,0,7,5,5,12,29,9
E02004764,40,58,0,5,4,0,11,5,5,15,25,9
E02004863,40,73,1,5,13,0,13,5,5,11,30,10
E02004890,40,51,1,7,3,0,3,5,5,14,26,8
E02004918,40,49,2,12,8,0,3,5,5,15,26,10
E02005111,40,63,0,3,8,0,9,5,5,7,34,8
E02005273,40,30,0,2,2,0,2,4,4,10,31,11
E02005349,40,26,0,3,7,0,3,4,4,7,33,14
E02005399,40,37,2,1,5,0,4,4,4,17,23,10
E02005406,40,48,0,4,5,0,10,4,4,14,26,12
E02005529,40,48,1,12,4,0,6,4,4,18,22,9
E02005573,40,43,0,5,4,0,3,3,3,7,34,17
E02005694,40,35,1,4,3,0,2,5,5,12,28,9
E02005703,40,41,0,6,6,0,0,4,4,8,34,9
E02005741,40,48,1,3,9,0,3,6,6,12,30,14
E02005797,40,48,0,2,8,0,7,4,4,8,33,13
E02005890,40,41,0,2,5,0,2,4,4,9,32,5
E02005951,40,40,1,22,5,0,5,4,4,14,27,7
E02005953,40,38,0,25,1,0,0,3,3,14,26,12
E02006022,40,39,2,4,5,0,2,4,4,14,26,5
E02006041,40,39,2,1,6,0,5,4,4,13,28,14
E02006054,40,48,0,1,4,0,4,5,5,15,26,9
E02006095,40,68,2,3,7,0,3,5,5,10,32,14
E02006153,40,30,0,4,3,0,2,4,4,12,28,15
E02006611,40,68,0,10,11,0,3,6,6,10,31,11
E02006701,40,44,1,8,0,0,0,4,4,12,29,13
E02006722,40,40,0,5,5,0,2,4,4,12,30,13
E02006757,40,34,0,3,4,0,0,5,5,14,27,14
E02006791,40,63,0,22,17,0,13,4,4,14,27,12
E02006908,40,53,0,10,7,0,8,3,3,15,25,18
W02000083,40,0,0,0,1,0,0,5,5,8,33,12
W02000170,40,28,1,4,2,0,0,6,6,20,22,11
W02000220,40,41,2,2,3,0,3,6,6,16,26,13
W02000225,40,57,0,6,5,0,2,6,6,10,33,14
W02000257,40,40,1,1,7,0,9,5,5,10,32,13
W02000317,40,30,1,0,2,0,0,5,5,14,27,9
W02000336,40,0,0,3,2,0,2,5,5,9,32,15
W02000410,40,41,0,11,4,0,5,5,5,13,27,9
E02000233,39,67,0,7,12,0,7,4,4,12,28,15
E02000295,39,80,0,4,17,0,11,5,5,18,23,11
E02000313,39,76,0,6,14,0,4,4,4,10,29,8
E02000683,39,75,0,9,7,0,13,4,4,14,26,7
E02000793,39,77,1,13,10,0,21,5,5,14,26,11
E02001012,39,64,1,4,14,0,5,5,5,11,28,11
E02001016,39,59,3,12,16,0,8,5,5,13,26,9
E02001086,39,33,1,6,4,0,1,4,4,14,25,9
E02001087,39,34,0,14,4,0,0,6,6,14,28,12
E02001202,39,23,0,5,5,0,2,4,4,16,23,11
E02001217,39,31,1,5,4,0,2,4,4,12,27,13
E02001243,39,38,1,3,6,0,3,5,5,16,24,11
E02001253,39,30,0,0,3,0,3,4,4,16,23,7
E02001440,39,26,0,4,3,0,2,4,4,10,29,8
E02001446,39,45,0,3,3,0,1,4,4,10,29,8
E02001512,39,65,1,4,13,0,6,5,5,12,27,8
E02001517,39,51,1,3,6,0,5,5,5,8,31,15
E02001633,39,0,0,1,1,0,1,5,5,15,25,12
E02001651,39,38,0,5,8,0,1,5,6,11,31,14
E02001658,39,0,0,0,1,0,0,4,4,13,27,8
E02001751,39,38,0,5,5,0,6,4,4,14,25,9
E02001758,39,46,0,5,6,0,3,4,4,13,27,12
E02001843,39,53,0,2,2,0,9,4,4,18,23,11
E02002026,39,37,0,1,4,0,9,5,5,13,29,13
E02002029,39,55,0,3,11,1,0,4,4,14,26,10
E02002088,39,82,0,9,13,0,7,6,6,14,26,11
E02002105,39,33,1,5,3,0,3,5,5,10,31,11
E02002129,39,52,0,7,9,0,1,4,4,15,24,10
E02002152,39,67,2,4,8,0,8,4,4,17,23,7
E02002155,39,73,1,6,10,0,10,4,4,11,29,10
E02002237,39,89,0,4,13,0,9,5,5,14,25,13
E02002303,39,43,0,3,6,0,0,4,4,9,30,13
E02002441,39,72,1,5,10,1,11,5,5,15,25,16
E02002481,39,69,1,0,8,0,4,4,4,13,27,14
E02002514,39,50,1,7,4,0,3,6,6,8,34,11
E02002573,39,42,1,3,5,0,3,5,6,8,33,12
E02002716,39,72,0,4,3,0,18,5,5,12,28,8
E02002839,39,49,0,4,9,0,3,5,5,15,26,13
E02003038,39,69,0,10,9,0,13,4,4,11,28,12
E02003101,39,62,0,11,5,0,10,6,6,13,29,12
E02003446,39,39,3,9,4,0,2,5,5,14,26,11
E02003610,39,85,0,6,8,0,9,5,5,16,25,8
E02003613,39,47,0,4,1,0,4,4,4,10,29,10
E02003757,39,58,2,2,3,1,4,4,4,10,29,10
E02003836,39,66,2,13,8,1,8,5,5,7,34,12
E02003896,39,66,0,4,11,0,5,4,4,13,26,7
E02003961,39,80,3,5,5,0,14,5,5,10,31,10
E02003977,39,44,1,3,8,0,6,4,4,15,26,9
E02003979,39,55,1,9,8,0,6,6,6,8,33,10
E02003997,39,80,5,9,8,0,9,6,6,9,30,12
E02004087,39,76,1,16,17,0,9,5,5,12,29,6
E02004149,39,43,0,7,3,0,5,4,4,14,27,8
E02004218,39,43,1,7,4,0,5,4,4,8,33,13
E02004239,39,43,0,7,2,0,4,4,4,9,31,14
E02004321,39,46,0,1,15,0,5,6,6,10,31,9
E02004340,39,59,0,6,6,1,3,6,6,9,31,12
E02004427,39,31,0,3,6,0,5,5,5,11,29,13
E02004475,39,45,0,3,9,0,3,4,4,6,34,13
E02004721,39,84,1,11,6,0,15,5,5,15,26,9
E02004759,39,65,0,10,4,0,8,5,5,11,31,13
E02004797,39,77,0,12,6,0,14,5,5,8,33,13
E02004800,39,41,0,6,5,0,10,4,4,12,27,15
E02004846,39,29,0,4,4,0,0,4,4,10,30,9
E02004847,39,112,0,10,10,0,13,5,5,12,27,10
E02004910,39,76,1,10,3,0,6,6,6,11,30,18
E02004919,39,50,0,5,2,0,3,5,5,9,33,13
E02005087,39,75,0,5,6,0,10,5,5,12,28,9
E02005168,39,47,0,6,8,0,4,4,4,9,31,9
E02005774,39,60,0,12,6,0,9,6,6,13,27,15
E02005909,39,47,0,11,10,0,1,5,5,12,28,12
E02006007,39,49,2,6,7,0,7,4,5,14,25,10
E02006024,39,53,1,6,7,0,5,6,6,17,23,10
E02006187,39,36,0,6,1,0,4,5,5,9,33,17
E02006273,39,68,0,2,5,0,5,5,5,9,30,13
E02006447,39,48,2,6,4,0,4,4,4,19,22,13
E02006710,39,50,1,2,4,0,4,4,4,8,31,8
E02006825,39,41,0,2,3,0,2,4,4,12,27,12
E02006891,39,51,3,4,4,0,4,4,4,12,27,9
E02006920,39,76,2,6,8,0,14,4,4,17,22,11
W02000075,39,8,0,2,0,0,0,3,3,6,35,11
W02000096,39,14,1,0,2,0,2,4,4,9,30,15
W02000118,39,44,1,8,3,0,4,5,5,11,28,13
W02000137,39,65,1,0,9,0,9,5,5,11,29,17
W02000193,39,40,1,4,8,0,7,5,5,19,21,9
W02000254,39,54,0,2,6,0,5,5,5,13,28,13
W02000292,39,42,0,0,3,0,4,3,3,8,32,11
W02000300,39,41,0,0,3,0,2,5,5,11,30,12
W02000409,39,35,0,2,9,0,3,4,4,10,29,8
E02000110,38,124,0,16,13,0,54,5,5,10,29,10
E02000484,38,68,0,6,13,0,4,5,5,10,29,15
E02000713,38,71,0,15,6,0,17,5,5,9,30,12
E02000792,38,48,1,23,9,0,2,4,4,13,26,11
E02000958,38,107,0,21,18,0,31,5,5,10,28,15
E02001051,38,46,0,8,3,0,1,5,5,10,30,8
E02001182,38,39,2,6,7,0,3,4,4,11,28,13
E02001335,38,61,1,10,10,0,4,5,5,14,26,9
E02001340,38,56,0,3,14,0,1,6,6,6,35,16
E02001402,38,42,1,10,8,0,0,5,5,10,30,11
E02001430,38,48,0,10,6,0,2,5,5,6,33,13
E02001498,38,50,1,6,7,1,3,5,5,12,28,8
E02001503,38,34,0,5,5,0,3,5,5,10,29,9
E02001574,38,47,1,8,3,0,3,4,4,8,31,12
E02001743,38,31,0,7,5,0,3,5,5,10,30,9
E02001753,38,24,0,9,4,0,1,4,4,10,30,9
E02001773,38,11,0,0,1,0,1,4,4,10,30,12
E02001809,38,19,0,2,9,0,1,5,5,10,30,13
E02001820,38,51,0,4,4,0,3,5,5,11,28,9
E02001842,38,76,0,6,4,0,5,5,5,10,30,10
E02002044,38,70,1,4,6,0,3,4,4,10,28,11
E02002053,38,51,0,3,5,0,6,4,4,11,29,10
E02002085,38,54,1,6,11,0,2,4,4,9,31,10
E02002093,38,54,2,4,4,0,4,4,4,16,22,9
E02002362,38,82,0,16,12,0,8,5,5,11,28,12
E02002397,38,62,0,10,13,0,5,5,5,13,27,13
E02002440,38,73,0,5,15,0,8,5,5,7,33,16
E02002444,38,33,0,1,4,0,2,4,4,11,29,12
E02002447,38,55,1,2,8,0,4,4,4,13,25,9
E02002526,38,32,2,3,6,0,6,4,4,16,23,12
E02002597,38,96,0,15,9,0,14,6,6,10,31,12
E02002631,38,75,1,7,7,0,5,6,6,16,24,10
E02002793,38,58,0,18,5,0,7,6,6,15,25,11
E02002827,38,50,0,3,3,0,7,4,4,17,21,8
E02002897,38,43,0,7,4,0,3,5,5,9,30,16
E02003055,38,72,2,20,7,0,11,5,5,15,24,12
E02003109,38,26,0,7,2,0,2,4,4,6,33,8
E02003136,38,53,2,7,6,0,10,5,5,12,29,15
E02003163,38,64,0,8,8,0,5,5,5,9,30,14
E02003315,38,85,2,3,7,0,10,4,4,11,28,11
E02003469,38,35,0,4,1,0,2,4,4,9,30,7
E02003529,38,73,1,10,13,0,13,5,5,10,31,11
E02003611,38,56,0,5,7,0,3,5,5,12,26,14
E02003626,38,40,0,9,6,0,2,4,4,10,29,7
E02003683,38,28,0,5,1,0,2,4,4,8,31,7
E02003776,38,45,0,9,3,0,2,4,4,12,26,12
E02003908,38,66,2,8,8,0,7,4,4,9,30,9
E02003915,38,56,2,5,9,0,7,5,5,11,29,13
E02003969,38,58,2,1,11,0,4,4,4,8,31,16
E02004074,38,36,1,4,7,0,2,4,4,16,22,15
E02004076,38,40,1,2,9,0,2,4,4,11,27,7
E02004116,38,64,0,2,9,0,6,4,4,14,26,9
E02004200,38,33,0,2,3,0,5,3,3,10,29,10
E02004216,38,35,1,1,6,0,6,4,4,11,28,7
E02004327,38,44,3,0,7,0,6,4,4,14,26,11
E02004334,38,49,1,1,2,0,6,5,5,10,29,16
E02004458,38,54,1,6,2,0,7,5,5,9,31,13
E02004567,38,41,1,6,6,0,8,5,5,13,25,13
E02004623,38,40,0,5,2,0,4,6,6,11,29,13
E02004647,38,47,5,5,7,0,10,4,4,8,31,12
E02004769,38,59,1,7,10,0,8,4,4,8,31,12
E02004872,38,50,0,5,7,0,4,5,5,12,28,8
E02004882,38,54,0,7,5,0,7,5,5,9,30,10
E02005201,38,65,0,5,7,0,7,5,5,10,30,9
E02005209,38,76,2,8,6,0,9,5,5,10,31,14
E02005489,38,53,2,7,2,0,9,5,5,13,27,11
E02005528,38,64,1,12,5,0,8,5,5,11,28,10
E02005549,38,44,0,3,6,0,8,4,4,11,28,7
E02005555,38,43,0,6,5,0,5,5,5,11,29,14
E02005625,38,38,1,5,2,0,0,5,5,14,24,10
E02005711,38,52,0,10,6,0,4,5,5,10,29,13
E02005750,38,46,4,5,5,0,1,5,5,9,31,10
E02005949,38,51,1,11,7,0,6,4,4,7,32,11
E02006032,38,61,0,15,6,0,1,6,6,11,30,10
E02006145,38,0,0,0,2,0,1,4,4,12,28,8
E02006192,38,34,0,2,4,0,3,5,5,8,31,12
E02006204,38,47,1,2,2,0,3,5,6,12,28,13
E02006271,38,78,1,3,6,0,8,5,5,11,28,11
E02006279,38,56,1,11,3,0,5,6,6,10,33,12
E02006286,38,86,2,4,9,0,8,6,6,11,27,13
E02006299,38,64,1,9,9,0,1,5,5,10,30,10
E02006319,38,79,0,26,4,0,14,4,4,13,25,13
E02006519,38,25,0,2,2,0,0,5,5,10,30,9
E02006582,38,57,0,7,5,0,3,4,4,9,29,15
E02006649,38,65,0,5,11,0,9,4,4,8,32,14
E02006774,38,57,3,6,8,0,9,5,5,9,31,12
W02000008,38,0,0,0,0,0,0,4,4,9,29,15
W02000076,38,0,0,1,0,0,0,4,4,6,32,11
W02000232,38,24,0,1,3,0,3,4,4,10,28,10
W02000353,38,25,0,0,4,0,3,5,5,13,26,12
W02000408,38,53,0,11,9,0,7,4,4,12,26,9
E02000611,37,51,1,15,6,1,10,5,5,15,24,10
E02000732,37,90,0,10,13,0,16,4,4,14,23,10
E02000807,37,63,2,23,4,0,14,5,5,18,20,11
E02000994,37,50,0,0,12,0,5,5,5,11,27,14
E02001094,37,43,1,3,8,0,5,5,5,12,26,8
E02001213,37,35,0,1,5,0,1,6,6,13,26,12
E02001234,37,48,1,6,10,0,5,5,5,14,25,8
E02001255,37,48,2,2,7,0,4,4,4,12,25,11
E02001272,37,0,0,6,4,0,2,5,5,10,28,7
E02001280,37,55,1,5,8,0,6,5,5,13,25,8
E02001308,37,34,0,7,2,0,3,4,4,8,29,8
E02001310,37,49,1,3,4,0,3,5,5,9,30,9
E02001425,37,59,1,2,12,0,7,7,7,11,28,15
E02001479,37,44,1,11,1,0,5,4,4,11,27,8
E02001531,37,77,0,8,12,0,8,4,4,14,24,12
E02001576,37,51,0,6,1,0,1,3,3,10,27,12
E02001666,37,46,2,0,5,0,3,4,4,11,26,14
E02001739,37,41,0,4,5,0,3,5,5,9,30,12
E02001781,37,38,1,2,6,0,5,4,4,11,27,10
E02001816,37,42,0,2,7,0,1,5,5,9,28,12
E02001818,37,47,1,1,6,0,4,5,5,10,28,11
E02001965,37,57,1,7,3,0,7,5,5,16,21,13
E02002045,37,53,1,10,4,0,4,5,5,13,26,11
E02002071,37,54,0,6,9,0,8,5,4,12,25,9
E02002112,37,33,0,0,8,0,1,4,4,11,27,11
E02002125,37,56,0,6,10,0,4,4,4,14,24,7
E02002145,37,80,0,7,11,0,9,4,4,10,28,5
E02002214,37,80,0,3,5,0,2,4,4,11,26,11
E02002257,37,57,2,1,12,0,2,4,4,14,23,11
E02002277,37,77,1,7,11,0,4,4,4,12,25,9
E02002326,37,31,0,1,2,0,1,4,4,11,26,7
E02002349,37,28,0,6,2,0,3,4,4,9,28,11
E02002398,37,34,1,2,2,0,7,5,5,9,30,12
E02002423,37,46,3,6,6,0,4,4,4,8,30,11
E02002438,37,87,1,8,15,0,15,5,5,9,28,7
E02002883,37,67,1,6,10,0,12,4,4,9,29,9
E02002932,37,58,0,5,7,0,3,5,5,10,28,10
E02002944,37,37,0,4,6,0,3,5,5,10,28,13
E02003018,37,36,1,8,3,0,3,4,4,9,29,11
E02003041,37,24,1,8,3,0,2,4,4,9,28,14
E02003069,37,20,1,3,2,0,1,4,4,13,26,14
E02003081,37,59,1,7,5,0,12,6,6,17,22,7
E02003158,37,43,1,3,6,0,6,4,4,8,29,10
E02003231,37,97,0,9,12,0,14,5,5,11,26,11
E02003342,37,39,0,1,6,0,3,4,4,7,31,12
E02003378,37,34,0,6,4,0,3,5,5,11,27,10
E02003381,37,42,0,6,5,0,7,4,4,12,27,12
E02003494,37,65,0,13,13,0,7,4,4,10,27,5
E02003544,37,64,1,16,8,0,8,4,4,11,26,15
E02003578,37,60,1,6,4,0,17,4,4,14,23,9
E02003632,37,52,2,4,10,0,4,4,4,14,23,12
E02003668,37,44,0,6,7,0,2,6,6,11,29,11
E02003747,37,106,1,8,5,0,10,8,8,14,26,11
E02003807,37,36,0,9,5,0,7,6,6,13,27,9
E02003838,37,47,1,7,4,0,10,5,5,10,29,10
E02003848,37,43,0,12,9,0,3,4,4,8,32,8
E02003892,37,72,4,2,6,0,8,4,4,9,28,11
E02003951,37,52,2,1,5,0,10,4,4,13,24,10
E02003991,37,28,0,1,5,0,0,5,5,10,28,14
E02004039,37,53,2,4,10,0,6,5,5,11,26,10
E02004083,37,48,0,4,14,0,3,5,5,12,26,7
E02004098,37,53,1,10,5,0,3,5,5,10,28,8
E02004167,37,58,1,2,8,0,3,4,4,12,25,8
E02004198,37,45,1,3,6,0,5,3,4,9,28,14
E02004294,37,41,0,12,2,0,1,5,5,12,27,11
E02004322,37,63,3,2,9,0,6,6,6,12,26,14
E02004355,37,59,0,2,12,0,5,5,5,7,33,8
E02004522,37,45,1,3,9,0,4,5,5,8,29,10
E02004539,37,59,1,10,5,0,5,5,5,11,26,7
E02004609,37,25,0,5,2,0,3,4,4,12,25,4
E02004635,37,23,0,1,1,0,1,5,5,8,29,13
E02004665,37,41,0,3,3,0,3,5,5,13,27,10
E02004716,37,79,5,13,14,0,16,6,6,10,29,16
E02004814,37,56,1,7,3,0,4,4,4,10,29,17
E02004953,37,56,1,3,5,0,5,4,4,16,22,12
E02004979,37,55,1,5,13,0,8,4,4,8,29,10
E02005043,37,66,4,5,8,0,15,5,5,14,25,11
E02005166,37,66,1,5,13,0,6,4,4,18,19,9
E02005243,37,32,0,1,5,0,3,4,4,14,24,9
E02005341,37,26,2,3,2,0,3,4,4,16,22,12
E02005366,37,30,0,5,4,0,3,4,4,10,28,7
E02005450,37,76,2,9,8,0,6,6,6,12,28,17
E02005505,37,56,0,4,4,0,2,4,4,13,25,9
E02005526,37,41,0,1,4,0,3,4,4,11,27,13
E02005531,37,34,0,4,2,0,1,4,4,12,25,8
E02005548,37,70,0,9,6,0,12,5,5,9,28,13
E02005560,37,93,2,13,5,0,10,4,4,8,31,18
E02005576,37,65,0,4,1,0,10,4,4,9,28,13
E02005731,37,69,0,5,9,0,5,6,6,10,30,11
E02005869,37,46,2,3,5,0,5,4,4,10,29,11
E02005900,37,29,0,3,3,0,4,4,4,11,28,11
E02005923,37,42,0,6,6,0,9,4,4,10,27,12
E02006195,37,33,0,2,1,0,3,5,5,10,28,10
E02006205,37,27,0,2,1,1,2,4,4,10,28,7
E02006215,37,37,1,1,3,0,4,5,5,10,28,11
E02006317,37,48,0,12,7,0,7,4,4,11,26,12
E02006363,37,44,1,17,4,0,6,4,4,10,27,8
E02006465,37,75,0,11,7,0,5,4,4,8,29,9
E02006487,37,58,0,6,5,0,9,5,5,16,22,15
E02006662,37,60,1,6,6,0,3,4,4,8,29,13
E02006738,37,67,3,9,10,0,11,6,6,10,28,14
E02006747,37,27,1,2,4,0,3,4,4,9,29,7
E02006853,37,99,1,18,12,0,9,5,5,12,25,13
E02006892,37,31,1,2,4,0,7,4,4,8,30,7
W02000016,37,0,0,0,0,0,0,4,4,8,29,9
W02000022,37,6,0,0,0,0,1,4,4,14,23,14
W02000061,37,0,0,0,1,0,0,4,4,11,27,13
W02000068,37,10,0,0,0,0,1,3,3,12,27,13
W02000105,37,25,0,3,3,0,2,3,3,9,29,11
W02000113,37,42,2,3,4,0,2,5,5,8,32,11
W02000152,37,59,0,2,8,0,8,4,4,8,29,8
W02000163,37,34,0,3,5,0,3,3,3,10,28,7
W02000188,37,50,1,2,9,0,6,4,4,14,24,12
W02000240,37,40,2,4,5,0,6,6,6,13,27,10
W02000245,37,53,0,3,2,0,6,5,5,9,28,15
W02000315,37,34,2,1,7,1,2,4,4,11,27,12
W02000355,37,31,1,2,5,0,1,5,5,11,28,10
W02000356,37,21,0,0,2,0,3,4,4,6,32,13
W02000392,37,28,0,10,5,0,0,6,6,15,25,9
E02000155,36,79,0,7,7,0,11,5,5,13,25,12
E02000242,36,57,0,2,7,0,16,4,4,11,26,11
E02000326,36,68,1,14,11,0,8,4,4,9,28,7
E02000498,36,41,1,2,6,0,7,4,4,13,23,9
E02000709,36,57,0,8,8,0,9,5,5,10,26,8
E02000893,36,73,0,14,6,0,14,4,4,16,21,10
E02000950,36,86,0,19,12,0,34,5,5,8,29,10
E02000987,36,35,0,5,7,0,0,5,5,12,25,10
E02000992,36,48,0,2,5,0,4,4,4,19,18,10
E02000993,36,57,1,0,7,0,3,4,4,9,27,11
E02001080,36,45,1,16,9,0,1,5,5,13,24,7
E02001126,36,64,0,4,11,0,3,5,5,12,25,13
E02001129,36,31,0,1,5,0,3,4,4,11,25,9
E02001140,36,58,1,4,8,0,0,5,5,11,25,6
E02001252,36,32,1,6,3,0,3,5,5,14,24,8
E02001327,36,68,0,9,10,0,4,5,5,13,25,14
E02001481,36,71,0,6,13,0,6,5,5,17,20,6
E02001592,36,63,1,9,8,0,3,6,6,14,22,6
E02001635,36,7,0,0,0,0,0,4,4,8,30,13
E02001766,36,43,0,5,5,0,7,4,4,12,26,8
E02001786,36,41,1,6,5,0,3,5,5,13,26,15
E02001871,36,87,0,11,16,0,4,5,5,12,24,5
E02001943,36,51,2,4,14,0,4,4,4,14,23,11
E02002020,36,48,0,3,10,0,3,6,6,11,27,9
E02002030,36,44,1,3,8,0,4,4,4,12,26,12
E02002067,36,42,1,1,12,0,4,4,4,15,21,6
E02002188,36,64,2,3,12,0,8,4,4,8,28,14
E02002192,36,44,2,3,6,0,4,5,5,11,26,13
E02002376,36,117,2,6,19,0,11,4,4,8,29,7
E02002387,36,65,0,8,11,0,4,4,4,8,28,8
E02002432,36,49,1,5,3,0,7,5,5,11,25,8
E02002472,36,42,1,5,5,0,1,4,4,11,25,13
E02002508,36,31,0,3,3,0,1,3,3,9,27,8
E02002734,36,56,1,10,2,0,9,3,3,10,26,9
E02002976,36,29,0,5,3,0,3,4,4,14,22,7
E02002987,36,17,0,2,7,0,0,4,4,12,24,13
E02002990,36,20,1,7,3,0,1,4,4,12,24,11
E02003001,36,25,2,6,5,0,4,3,3,10,26,10
E02003045,36,38,1,15,10,0,2,4,4,10,28,13
E02003060,36,91,2,7,6,0,13,7,7,11,27,8
E02003068,36,33,1,2,5,0,2,4,4,9,28,15
E02003095,36,49,0,2,7,0,5,5,5,14,25,10
E02003104,36,54,0,10,10,0,4,5,5,12,26,9
E02003191,36,61,1,20,3,0,4,5,5,8,31,10
E02003355,36,57,0,4,9,1,9,4,4,8,29,8
E02003428,36,46,1,7,9,0,6,6,6,8,31,12
E02003499,36,92,0,15,4,0,16,5,5,8,31,10
E02003843,36,63,1,7,10,0,7,4,4,5,32,16
E02003846,36,68,0,12,7,0,12,5,5,7,29,10
E02003873,36,43,1,7,5,0,7,4,4,7,31,13
E02004160,36,45,0,8,11,0,2,5,5,11,26,8
E02004168,36,48,1,5,3,0,4,4,4,5,31,11
E02004181,36,64,0,6,11,0,6,4,4,9,29,7
E02004193,36,67,0,6,0,0,15,7,7,13,26,12
E02004221,36,48,1,5,5,2,6,3,3,7,29,12
E02004269,36,50,0,1,8,0,6,6,6,8,30,11
E02004276,36,32,0,7,5,0,2,3,3,5,31,14
E02004351,36,47,2,4,12,0,7,6,5,10,27,7
E02004406,36,53,1,7,3,0,5,4,4,7,30,12
E02004525,36,69,0,6,6,0,9,5,5,10,28,10
E02004628,36,57,3,3,6,0,12,5,5,16,21,8
E02004752,36,42,0,8,3,0,5,5,5,10,29,13
E02004824,36,52,1,5,5,0,7,4,4,5,33,16
E02004930,36,54,1,9,7,0,3,4,4,10,27,7
E02004978,36,78,2,5,12,0,6,5,5,7,30,7
E02005046,36,94,1,3,5,0,11,4,4,7,29,10
E02005067,36,71,0,1,4,1,6,4,4,12,26,11
E02005354,36,43,0,9,7,0,1,6,6,10,28,9
E02005412,36,36,2,5,5,0,1,6,6,9,29,9
E02005420,36,106,1,13,11,0,8,5,5,11,27,7
E02005443,36,82,3,6,9,0,9,4,4,10,27,9
E02005485,36,60,2,3,7,0,7,4,4,14,23,8
E02005550,36,55,1,5,9,0,4,5,4,11,26,10
E02005942,36,27,2,16,3,0,1,4,4,8,29,15
E02005975,36,38,0,4,4,0,6,6,6,12,27,13
E02005997,36,31,1,3,2,0,5,4,4,10,27,9
E02006075,36,36,2,1,1,0,3,3,3,7,30,17
E02006083,36,36,0,1,2,0,2,4,4,10,27,10
E02006109,36,29,2,4,2,0,3,5,5,10,28,9
E02006216,36,38,2,1,4,0,4,5,5,11,25,6
E02006301,36,51,1,4,4,0,10,4,4,12,24,11
E02006327,36,53,1,14,5,0,7,4,4,8,30,8
E02006368,36,49,0,9,3,0,8,4,4,9,27,6
E02006409,36,57,0,14,5,0,11,4,4,14,22,9
E02006430,36,78,0,3,3,0,12,5,5,17,19,12
E02006509,36,34,0,1,3,0,3,4,4,13,25,14
E02006608,36,63,1,4,4,0,6,4,4,11,27,8
E02006674,36,40,1,10,6,0,4,4,4,7,30,9
E02006702,36,44,0,1,3,0,6,4,4,11,25,6
E02006734,36,40,1,8,2,0,3,5,5,8,30,12
E02006820,36,48,0,5,6,0,1,6,6,11,25,7
E02006873,36,69,0,8,5,0,7,5,5,11,27,11
W02000064,36,12,0,0,0,0,3,4,4,9,29,11
W02000080,36,0,0,0,1,0,0,5,5,11,27,9
W02000175,36,35,0,2,7,0,7,5,5,10,28,10
W02000211,36,41,2,1,2,0,12,5,5,16,20,11
W02000286,36,31,1,1,10,0,1,4,4,11,26,10
W02000327,36,17,1,1,1,0,1,4,4,10,28,18
W02000363,36,23,0,3,4,0,3,4,4,13,23,12
E02000259,35,60,0,8,9,0,15,4,4,17,19,10
E02000317,35,89,0,11,15,0,14,5,5,14,21,17
E02000342,35,62,0,8,10,0,10,3,3,6,29,7
E02000499,35,45,0,4,5,0,5,5,5,12,25,10
E02000503,35,50,0,3,6,0,7,5,5,12,25,13
E02000860,35,90,0,13,11,0,19,5,5,12,25,11
E02000898,35,86,0,7,15,0,13,5,5,14,21,7
E02001084,35,42,0,15,4,0,1,5,5,13,22,8
